,author_id,created_at,lang,id,public_metrics_like_count,public_metrics_retweet_count,public_metrics_reply_count,referenced_tweets_type,referenced_tweets_id,text,tweet_block
0,285463237,2021-03-23T04:31:27.000Z,en,1.37E+18,1,0,1,replied_to,1.37E+18,"@lordjackass4u @descripticon @ziruchang Possibly America's Suez Canal moment:
https://t.co/U7GGYdE9Zi",0
1,1.37E+18,2021-03-23T04:36:46.000Z,en,1.37E+18,0,5,0,retweeted,1.37E+18,"When EU talks about Ethiopia &amp; Eritrea, read Egypt/Suez Canal &amp; Refugees. EU’s main interest in Ethiopia is neither human rights nor democracy.

EU:

1. Wants to stop Ethiopia’s construction of Abay (“Nile”) dam &amp; help Egypt

2. Fears floods of black refugees turning Europe black https://t.co/UIfF4WmkiF",0
4,465671507,2021-03-23T05:40:34.000Z,en,1.37E+18,0,0,0,,,"Re: The Alaska talks between China and the US have repercussions for the Gulf and the Suez Canal: US Secretary of State Antony Blinken and National Security Adviser Jake Sullivan have met with Yang Jiechi, the most senior ranking official in the Chinese… https://t.co/FxeHapq9MH",0
5,81582883,2021-03-23T05:55:00.000Z,en,1.37E+18,106,20,0,,,"British Empire ended when it lost the Suez Canal.

Now, a Taiwan Crisis May Mark the End of the American Empire.

America is a diplomatic fox, while Beijing is a hedgehog fixated on the big idea of reunification.

This is why Quad has to succeed, but Biden will not let it.",0
6,1.22E+18,2021-03-23T05:55:08.000Z,en,1.37E+18,0,20,0,retweeted,1.37E+18,"British Empire ended when it lost the Suez Canal.

Now, a Taiwan Crisis May Mark the End of the American Empire.

America is a diplomatic fox, while Beijing is a hedgehog fixated on the big idea of reunification.

This is why Quad has to succeed, but Biden will not let it.",0
7,1.23E+18,2021-03-23T05:55:19.000Z,en,1.37E+18,0,20,0,retweeted,1.37E+18,"British Empire ended when it lost the Suez Canal.

Now, a Taiwan Crisis May Mark the End of the American Empire.

America is a diplomatic fox, while Beijing is a hedgehog fixated on the big idea of reunification.

This is why Quad has to succeed, but Biden will not let it.",0
8,1.13E+18,2021-03-23T05:56:07.000Z,en,1.37E+18,0,20,0,retweeted,1.37E+18,"British Empire ended when it lost the Suez Canal.

Now, a Taiwan Crisis May Mark the End of the American Empire.

America is a diplomatic fox, while Beijing is a hedgehog fixated on the big idea of reunification.

This is why Quad has to succeed, but Biden will not let it.",0
9,1.25E+18,2021-03-23T05:56:30.000Z,en,1.37E+18,0,20,0,retweeted,1.37E+18,"British Empire ended when it lost the Suez Canal.

Now, a Taiwan Crisis May Mark the End of the American Empire.

America is a diplomatic fox, while Beijing is a hedgehog fixated on the big idea of reunification.

This is why Quad has to succeed, but Biden will not let it.",0
10,1394164196,2021-03-23T05:56:46.000Z,en,1.37E+18,0,20,0,retweeted,1.37E+18,"British Empire ended when it lost the Suez Canal.

Now, a Taiwan Crisis May Mark the End of the American Empire.

America is a diplomatic fox, while Beijing is a hedgehog fixated on the big idea of reunification.

This is why Quad has to succeed, but Biden will not let it.",0
11,984632976,2021-03-23T05:57:55.000Z,en,1.37E+18,0,20,0,retweeted,1.37E+18,"British Empire ended when it lost the Suez Canal.

Now, a Taiwan Crisis May Mark the End of the American Empire.

America is a diplomatic fox, while Beijing is a hedgehog fixated on the big idea of reunification.

This is why Quad has to succeed, but Biden will not let it.",0
12,2965853779,2021-03-23T06:00:09.000Z,en,1.37E+18,0,20,0,retweeted,1.37E+18,"British Empire ended when it lost the Suez Canal.

Now, a Taiwan Crisis May Mark the End of the American Empire.

America is a diplomatic fox, while Beijing is a hedgehog fixated on the big idea of reunification.

This is why Quad has to succeed, but Biden will not let it.",1
13,1.05E+18,2021-03-23T06:02:50.000Z,en,1.37E+18,0,20,0,retweeted,1.37E+18,"British Empire ended when it lost the Suez Canal.

Now, a Taiwan Crisis May Mark the End of the American Empire.

America is a diplomatic fox, while Beijing is a hedgehog fixated on the big idea of reunification.

This is why Quad has to succeed, but Biden will not let it.",1
14,1.22E+18,2021-03-23T06:03:19.000Z,en,1.37E+18,0,20,0,retweeted,1.37E+18,"British Empire ended when it lost the Suez Canal.

Now, a Taiwan Crisis May Mark the End of the American Empire.

America is a diplomatic fox, while Beijing is a hedgehog fixated on the big idea of reunification.

This is why Quad has to succeed, but Biden will not let it.",1
15,2510352571,2021-03-23T06:06:22.000Z,en,1.37E+18,0,20,0,retweeted,1.37E+18,"British Empire ended when it lost the Suez Canal.

Now, a Taiwan Crisis May Mark the End of the American Empire.

America is a diplomatic fox, while Beijing is a hedgehog fixated on the big idea of reunification.

This is why Quad has to succeed, but Biden will not let it.",1
16,2864318054,2021-03-23T06:07:36.000Z,en,1.37E+18,0,7,0,retweeted,1.37E+18,"How rich my life has been!  I experienced the joy of Nasser liberating (nationalizing)Suez Canal (1956).I celebrated the Iraq Revolution (July58),Ayub Khan's martial law(Oct58) consolidation of Pak-China friendship(65)and heroism of Pakistan's armed forces(65) 1/3",1
17,9.28E+17,2021-03-23T06:10:49.000Z,en,1.37E+18,0,20,0,retweeted,1.37E+18,"British Empire ended when it lost the Suez Canal.

Now, a Taiwan Crisis May Mark the End of the American Empire.

America is a diplomatic fox, while Beijing is a hedgehog fixated on the big idea of reunification.

This is why Quad has to succeed, but Biden will not let it.",1
18,1.13E+18,2021-03-23T06:12:47.000Z,en,1.37E+18,0,20,0,retweeted,1.37E+18,"British Empire ended when it lost the Suez Canal.

Now, a Taiwan Crisis May Mark the End of the American Empire.

America is a diplomatic fox, while Beijing is a hedgehog fixated on the big idea of reunification.

This is why Quad has to succeed, but Biden will not let it.",1
19,1.34E+18,2021-03-23T06:13:55.000Z,en,1.37E+18,0,20,0,retweeted,1.37E+18,"British Empire ended when it lost the Suez Canal.

Now, a Taiwan Crisis May Mark the End of the American Empire.

America is a diplomatic fox, while Beijing is a hedgehog fixated on the big idea of reunification.

This is why Quad has to succeed, but Biden will not let it.",1
20,1.37E+18,2021-03-23T06:21:19.000Z,en,1.37E+18,0,20,0,retweeted,1.37E+18,"British Empire ended when it lost the Suez Canal.

Now, a Taiwan Crisis May Mark the End of the American Empire.

America is a diplomatic fox, while Beijing is a hedgehog fixated on the big idea of reunification.

This is why Quad has to succeed, but Biden will not let it.",1
21,826564332,2021-03-23T06:26:42.000Z,en,1.37E+18,0,11,0,retweeted,1.37E+18,"If the US makes a strategic miscalculation on Taiwan, it will be what the Suez Canal was to the British empire.
https://t.co/PyyzQaAgvF",1
22,1.30E+18,2021-03-23T06:53:36.000Z,en,1.37E+18,0,20,0,retweeted,1.37E+18,"British Empire ended when it lost the Suez Canal.

Now, a Taiwan Crisis May Mark the End of the American Empire.

America is a diplomatic fox, while Beijing is a hedgehog fixated on the big idea of reunification.

This is why Quad has to succeed, but Biden will not let it.",1
23,1.21E+18,2021-03-23T07:02:39.000Z,en,1.37E+18,0,20,0,retweeted,1.37E+18,"British Empire ended when it lost the Suez Canal.

Now, a Taiwan Crisis May Mark the End of the American Empire.

America is a diplomatic fox, while Beijing is a hedgehog fixated on the big idea of reunification.

This is why Quad has to succeed, but Biden will not let it.",1
25,1.21E+18,2021-03-23T07:12:51.000Z,en,1.37E+18,0,20,0,retweeted,1.37E+18,"British Empire ended when it lost the Suez Canal.

Now, a Taiwan Crisis May Mark the End of the American Empire.

America is a diplomatic fox, while Beijing is a hedgehog fixated on the big idea of reunification.

This is why Quad has to succeed, but Biden will not let it.",1
27,1.35E+18,2021-03-23T07:28:44.000Z,en,1.37E+18,0,2,0,retweeted,1.37E+18,"The missing 5th Brigade of the New Zealander Division were passing through the Suez Canal today on the converted passenger liner H.M.T Cameronia, which and been for 6 weeks on its way to the UK, but was greeted with Freyberg's orders and redirected to Piraeus. https://t.co/wrLim0ayjp",1
28,1.35E+18,2021-03-23T08:07:43.000Z,en,1.37E+18,0,0,0,replied_to,1.37E+18,"'Bring Them Back Alive'  explores the advancement of the colonial project with the opening of the Suez Canal in 1869 - wherein flora, fauna and human beings were uprooted and transferred across multiple continents - and highlights a sinister, even surreal, pattern of domination.",1
29,1948468453,2021-03-23T08:09:29.000Z,en,1.37E+18,0,20,0,retweeted,1.37E+18,"British Empire ended when it lost the Suez Canal.

Now, a Taiwan Crisis May Mark the End of the American Empire.

America is a diplomatic fox, while Beijing is a hedgehog fixated on the big idea of reunification.

This is why Quad has to succeed, but Biden will not let it.",1
30,1.00E+18,2021-03-23T08:11:30.000Z,en,1.37E+18,0,0,0,,,"Today's Suez Canal update / March 23rd #LethAgencies #SuezCanal 

https://t.co/IF6gJDjv1B https://t.co/choZiBY4kI",1
31,9.26E+17,2021-03-23T08:20:43.000Z,en,1.37E+18,0,0,0,,,"HISTORY UNWRAPPED:

“It's too big (big)
It's too wide (wide)
It's too strong (strong)
It won't fit (fit)
It's too much (much)
It's too tough (tough)”

- Prime Minister Knowles Carter addresses the people on the topic of the Suez Canal crisis. (October 26th 1956) https://t.co/c41UpEWLhZ",1
32,1.21E+18,2021-03-23T08:33:48.000Z,en,1.37E+18,0,0,0,,,"Once, someone spelt suez canal as zeus canal in an exam that was half our grade.",1
33,2780314801,2021-03-23T08:42:22.000Z,en,1.37E+18,0,11,0,retweeted,1.37E+18,"If the US makes a strategic miscalculation on Taiwan, it will be what the Suez Canal was to the British empire.
https://t.co/PyyzQaAgvF",1
34,9.86E+17,2021-03-23T08:52:14.000Z,en,1.37E+18,15,10,0,,,There's a containership 'Ever Given' seemingly stuck in the Suez Canal.) (now a couple of hours). https://t.co/Eo6ndBVxrC,1
35,9.30E+17,2021-03-23T08:54:17.000Z,en,1.37E+18,0,11,0,retweeted,1.37E+18,"If the US makes a strategic miscalculation on Taiwan, it will be what the Suez Canal was to the British empire.
https://t.co/PyyzQaAgvF",1
36,3017596308,2021-03-23T09:00:00.000Z,en,1.37E+18,1,0,0,,,"(1,194) Non-Petroleum Ships traveled through Suez Canal in Jan- 2021, increased (1.1%) compared to  same month- 2020.
#Stat_Egypt #Egypt #Middle_East",1
37,2208417205,2021-03-23T09:20:02.000Z,en,1.37E+18,1,0,0,,,"""China's Belt and Road Initiative...will [not] be possible if Beijing does not acknowledge US geopolitical supremacy from the Suez Canal to the Arabian Gulf, and it reaches some sort of agreement with Washington about this.""

Umm, yeah, they kind of have?https://t.co/JRvqEiWZxO",1
39,1.16E+18,2021-03-23T09:35:04.000Z,en,1.37E+18,0,0,0,,,We need a Government that thinks the Suez Canal is important.,1
42,1.14E+18,2021-03-23T10:55:21.000Z,en,1.37E+18,0,12,0,retweeted,1.36E+18,"On 18 Feb, the 🇧🇪 frigate F930 Leopold I left the naval base Den Helder 🇳🇱 to join the Task Force 473 in the Mediterranean. The main task is to escort &amp; secure the 🇫🇷 aircraft carrier Charles de Gaulle through the Suez Canal, around the Horn of Africa and in the Strait of Hormuz https://t.co/o2pNjgMfyd",1
43,305328533,2021-03-23T12:01:40.000Z,en,1.37E+18,0,0,0,,,"The dredger will primarily be deployed to maintain and improve the artificial sea-level area that connects the Mediterranean and Red seas.

https://t.co/JmGiJNUKun",2
44,126400678,2021-03-23T12:34:52.000Z,en,1.37E+18,0,1,0,quoted,1.37E+18,"@nferg invokes Thucydides’ trap and the Suez crisis in this exercise in realpolitik.  But where do China’s wolves fit in his tidy ‘fox v. hedgehog’ scenario?  I’d love to believe Taiwan is China’s endgame, but history suggests an outcome that’s more Pearl Harbor than Suez Canal. https://t.co/H1SQDsP2MV",2
46,3640144215,2021-03-23T13:47:38.000Z,en,1.37E+18,11,0,0,,,"Ahoy, Captains! The new Update is live and kickin'. Check our forum and have a look at what awaits you this week.
Click here: https://t.co/UeTyWhuP4m 🚢 https://t.co/W3P5RnSyCr",2
47,1418779790,2021-03-23T14:01:47.000Z,en,1.37E+18,0,7,0,retweeted,1.37E+18,"How rich my life has been!  I experienced the joy of Nasser liberating (nationalizing)Suez Canal (1956).I celebrated the Iraq Revolution (July58),Ayub Khan's martial law(Oct58) consolidation of Pak-China friendship(65)and heroism of Pakistan's armed forces(65) 1/3",2
49,8.55E+17,2021-03-23T14:57:28.000Z,en,1.37E+18,2,3,0,,,Mega container ship hard aground in Suez Canal https://t.co/l2LcGvEHq9,2
50,3017596308,2021-03-23T15:00:01.000Z,en,1.37E+18,0,0,0,,,"(7.8) Billion L.E Tot. Revenue of Suez Canal in Jan- 2021.
#Stat_Egypt #Egypt #Middle_East #Arab_World",2
51,1.03E+18,2021-03-23T15:03:03.000Z,en,1.37E+18,1,0,0,,,Mega container ship hard aground in Suez Canal https://t.co/5jsnTUYnRL,2
54,1.20E+18,2021-03-23T16:17:44.000Z,en,1.37E+18,0,11,0,retweeted,1.37E+18,"If the US makes a strategic miscalculation on Taiwan, it will be what the Suez Canal was to the British empire.
https://t.co/PyyzQaAgvF",2
55,1.17E+18,2021-03-23T16:28:50.000Z,en,1.37E+18,2,0,0,replied_to,1.37E+18,He literally recreated a pic of an isr*eli soldier with a gun in the suez canal....,2
56,472837576,2021-03-23T16:30:31.000Z,en,1.37E+18,6,2,1,,,"Game changer for those yachts heading for #Suez #Egypt - On 1 March, 2021, a decision was made by the Red Sea Ports Authority to increase the Sailing permit (Port Clearance) fees for yachts transiting the Suez Canal from $60 to $930! #princeoftheredsea https://t.co/qKsXtOgahg",2
59,47447456,2021-03-23T16:51:39.000Z,en,1.37E+18,0,2,0,retweeted,1.37E+18,"Game changer for those yachts heading for #Suez #Egypt - On 1 March, 2021, a decision was made by the Red Sea Ports Authority to increase the Sailing permit (Port Clearance) fees for yachts transiting the Suez Canal from $60 to $930! #princeoftheredsea https://t.co/qKsXtOgahg",2
60,1.00E+18,2021-03-23T17:10:07.000Z,en,1.37E+18,5,1,2,,,"At 0745 UTC +2 M/V EVER GIVEN ran aground at km.151 in the Suez Canal as part of the northbound convoy. Tug boats are currently trying to re-float the vessel.

The 14 remaining vessels in the northbound convoy have dropped anchor until further instructions.",2
61,1.11E+18,2021-03-23T17:21:20.000Z,en,1.37E+18,5,1,0,replied_to,1.37E+18,@TonyMurega Especially if it's a railway that only brings in goods and has nothing to take back. If a canal like the suez canal in egypt would be built in the northern region for purposes of irrigation and expand agriculture then such an infrustructure would be viable,2
62,2563493834,2021-03-23T17:29:13.000Z,en,1.37E+18,0,1,0,retweeted,1.37E+18,@TonyMurega Especially if it's a railway that only brings in goods and has nothing to take back. If a canal like the suez canal in egypt would be built in the northern region for purposes of irrigation and expand agriculture then such an infrustructure would be viable,2
63,9.86E+17,2021-03-23T18:00:48.000Z,en,1.37E+18,118,44,4,quoted,1.37E+18,"10 hours later.
Still trying to dislodge the mega container ship 'Ever Given' stuck in the Suez Canal. https://t.co/cmV8IPROcJ https://t.co/p6lV87pmi2",3
64,9.14E+17,2021-03-23T18:08:32.000Z,en,1.37E+18,0,3,0,retweeted,1.37E+18,Mega container ship hard aground in Suez Canal https://t.co/l2LcGvEHq9,3
65,9.14E+17,2021-03-23T18:10:54.000Z,en,1.37E+18,0,10,0,retweeted,1.37E+18,There's a containership 'Ever Given' seemingly stuck in the Suez Canal.) (now a couple of hours). https://t.co/Eo6ndBVxrC,3
66,9.14E+17,2021-03-23T18:16:07.000Z,en,1.37E+18,0,44,0,retweeted,1.37E+18,"10 hours later.
Still trying to dislodge the mega container ship 'Ever Given' stuck in the Suez Canal. https://t.co/cmV8IPROcJ https://t.co/p6lV87pmi2",3
68,1819261,2021-03-23T18:37:51.000Z,en,1.37E+18,0,44,0,retweeted,1.37E+18,"10 hours later.
Still trying to dislodge the mega container ship 'Ever Given' stuck in the Suez Canal. https://t.co/cmV8IPROcJ https://t.co/p6lV87pmi2",3
69,37204163,2021-03-23T18:38:34.000Z,en,1.37E+18,0,44,0,retweeted,1.37E+18,"10 hours later.
Still trying to dislodge the mega container ship 'Ever Given' stuck in the Suez Canal. https://t.co/cmV8IPROcJ https://t.co/p6lV87pmi2",3
70,1.09E+18,2021-03-23T18:39:32.000Z,en,1.37E+18,0,44,0,retweeted,1.37E+18,"10 hours later.
Still trying to dislodge the mega container ship 'Ever Given' stuck in the Suez Canal. https://t.co/cmV8IPROcJ https://t.co/p6lV87pmi2",3
71,1.09E+18,2021-03-23T18:39:55.000Z,en,1.37E+18,0,10,0,retweeted,1.37E+18,There's a containership 'Ever Given' seemingly stuck in the Suez Canal.) (now a couple of hours). https://t.co/Eo6ndBVxrC,3
72,266861302,2021-03-23T18:40:22.000Z,en,1.37E+18,0,10,0,retweeted,1.37E+18,There's a containership 'Ever Given' seemingly stuck in the Suez Canal.) (now a couple of hours). https://t.co/Eo6ndBVxrC,3
73,45541098,2021-03-23T18:40:25.000Z,en,1.37E+18,0,44,0,retweeted,1.37E+18,"10 hours later.
Still trying to dislodge the mega container ship 'Ever Given' stuck in the Suez Canal. https://t.co/cmV8IPROcJ https://t.co/p6lV87pmi2",3
74,1582628738,2021-03-23T18:40:27.000Z,en,1.37E+18,0,44,0,retweeted,1.37E+18,"10 hours later.
Still trying to dislodge the mega container ship 'Ever Given' stuck in the Suez Canal. https://t.co/cmV8IPROcJ https://t.co/p6lV87pmi2",3
75,1819261,2021-03-23T18:40:48.000Z,en,1.37E+18,0,1,0,retweeted,1.37E+18,"At 0745 UTC +2 M/V EVER GIVEN ran aground at km.151 in the Suez Canal as part of the northbound convoy. Tug boats are currently trying to re-float the vessel.

The 14 remaining vessels in the northbound convoy have dropped anchor until further instructions.",3
76,1.15E+18,2021-03-23T18:41:11.000Z,en,1.37E+18,1,0,1,quoted,1.37E+18,"Apparently someone didn't read the ""Goldilocks Rule"" for the Suez Canal... https://t.co/oJI5uZ8N7w",3
77,9.86E+17,2021-03-23T18:41:45.000Z,en,1.37E+18,2,0,2,replied_to,1.37E+18,"@CovertShores Give them another 12 hours.  While the sweat pours down. They have had a few incidents under their belt, 2 in 2020
https://t.co/WIVPWhPMwK",3
78,1638615144,2021-03-23T18:42:41.000Z,en,1.37E+18,0,44,0,retweeted,1.37E+18,"10 hours later.
Still trying to dislodge the mega container ship 'Ever Given' stuck in the Suez Canal. https://t.co/cmV8IPROcJ https://t.co/p6lV87pmi2",3
79,171591751,2021-03-23T18:43:30.000Z,en,1.37E+18,0,0,0,replied_to,1.37E+18,@ResearchRonin Cannot believe they got a ship stuck in the Suez Canal. Must be liberal math again.,3
80,1625212680,2021-03-23T18:43:56.000Z,en,1.37E+18,0,0,0,replied_to,1.37E+18,@CovertShores Panama flagged -- should explain everything  https://t.co/4D26TZ0xDf,3
81,1.15E+18,2021-03-23T18:48:49.000Z,en,1.37E+18,0,0,0,replied_to,1.37E+18,"@EnergzdEconomy @chigrl Needed now in the Suez Canal...

""The principle is right...But we need something REALLY BIG!"" https://t.co/zgLejXDmD8",3
82,17469300,2021-03-23T19:16:21.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
83,127955682,2021-03-23T19:16:33.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
85,915823166,2021-03-23T19:16:49.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
84,1115736266,2021-03-23T19:16:49.000Z,en,1.37E+18,496,71,8,replied_to,1.37E+18,@jsrailton Live footage: #SUEZ #SuezCanal https://t.co/rGACQ6cSvf,3
86,1.27E+18,2021-03-23T19:16:59.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
87,16031553,2021-03-23T19:17:13.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
88,19722833,2021-03-23T19:17:56.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
89,1.35E+18,2021-03-23T19:18:29.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
90,583119044,2021-03-23T19:19:36.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
91,29056724,2021-03-23T19:20:43.000Z,en,1.37E+18,8,3,1,quoted,1.37E+18,It looks like Big Ben. As retaliation for Suez we've blocked the canal with Big Ben. https://t.co/WQKaL6jTvB,3
92,7.77E+17,2021-03-23T19:20:45.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
93,16216251,2021-03-23T19:20:55.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
94,1.04E+18,2021-03-23T19:21:33.000Z,en,1.37E+18,0,10,0,retweeted,1.37E+18,There's a containership 'Ever Given' seemingly stuck in the Suez Canal.) (now a couple of hours). https://t.co/Eo6ndBVxrC,3
95,7.61E+17,2021-03-23T19:22:05.000Z,en,1.37E+18,0,3,0,retweeted,1.37E+18,It looks like Big Ben. As retaliation for Suez we've blocked the canal with Big Ben. https://t.co/WQKaL6jTvB,3
96,239241169,2021-03-23T19:22:18.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
97,1122845779,2021-03-23T19:22:19.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
98,1.23E+18,2021-03-23T19:22:45.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
99,344916387,2021-03-23T19:23:12.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
100,1860858852,2021-03-23T19:23:15.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
101,529626011,2021-03-23T19:23:30.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
102,9.44E+17,2021-03-23T19:23:33.000Z,en,1.37E+18,0,0,0,replied_to,1.37E+18,"@CRRJA5 @VickiDeeJay @catturd2 @SandraSentinel @JVER2ME @RealDrGina @SexCounseling @jjauthor @FogCityMidge @michellemalkin really? In October 1956 Israel invaded Egypt’s Sinai Peninsula. In five days the Israeli army captured Gaza, Rafaḥ, and Al-ʿArīsh—taking thousands of prisoners—and occupied most of the peninsula east of the Suez Canal.",3
103,246374780,2021-03-23T19:23:35.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
104,1.01E+18,2021-03-23T19:23:52.000Z,en,1.37E+18,0,44,0,retweeted,1.37E+18,"10 hours later.
Still trying to dislodge the mega container ship 'Ever Given' stuck in the Suez Canal. https://t.co/cmV8IPROcJ https://t.co/p6lV87pmi2",3
105,162779888,2021-03-23T19:23:58.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
106,129550342,2021-03-23T19:24:02.000Z,en,1.37E+18,0,3,0,retweeted,1.37E+18,It looks like Big Ben. As retaliation for Suez we've blocked the canal with Big Ben. https://t.co/WQKaL6jTvB,3
107,1.14E+18,2021-03-23T19:24:59.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
108,15985291,2021-03-23T19:25:32.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
109,1.21E+18,2021-03-23T19:25:57.000Z,en,1.37E+18,0,12213,0,retweeted,1.37E+18,"So, the #SuezCanal is blocked...

Massive container ship EVER GIVEN stuck in the most awkward way possible.

Ongoing for hours.  Every tug Egypt could spare appear to be trying to pull it free.

Vessel tracker: https://t.co/MsTUgVgyTH https://t.co/08w4qpPqln",3
110,361386352,2021-03-23T19:26:41.000Z,en,1.37E+18,0,10,0,retweeted,1.37E+18,There's a containership 'Ever Given' seemingly stuck in the Suez Canal.) (now a couple of hours). https://t.co/Eo6ndBVxrC,3
